"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"BLT","BULLS PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,8551","-","-","-","-","-","-"
"BCO","BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","9,0066","-","-","-","-","-","-"
"BHA","BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,4152","14,3465","-","-","-","-","-"
"BPZ","BULLS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"BUV","BULLS PORTFÖY VOLTRAN SERBEST (TL) FON","Serbest Şemsiye Fonu","11,3607","-","-","-","-","-","-"
"BV1","BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","11,6344","8,9516","-","-","-","-","-"
"BLD","DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON","Serbest Şemsiye Fonu","3,7103","-","-","-","-","-","-"
"BRF","DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","5,8196","-","-","-","-","-","-"
"DKL","DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,2604","7,0913","15,8645","-","-","-","-"
"BCK","DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","14,9159","42,8486","-","-","-","-","-"
"DID","DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,3262","-","-","-","-","-","-"
"DIP","DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"DVS","DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"MTG","DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOGUN FON)","Serbest Şemsiye Fonu","3,2063","6,8279","18,1208","19,8276","-","-","-"
"SSK","DENİZ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,1416","7,1865","9,0191","12,3338","-","-","-"
"EDT","DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON","Serbest Şemsiye Fonu","3,6248","12,2195","24,9644","28,0978","-","-","-"
"DTM","DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON","Değişken Şemsiye Fonu","11,0465","-","-","-","-","-","-"
"DUV","DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","5,7529","12,7118","-","-","-","-","-"
"FPG","FİBA PORTFÖY GÜMÜŞ SERBEST FON","Serbest Şemsiye Fonu","6,3891","19,2428","-","-","-","-","-"
"FS6","FONERİA PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","11,1699","18,6284","21,4214","20,8825","-","-","-"
"FTL","FONERİA PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","-","-","-","-","-","-","-"
"FTF","FONERİA PORTFÖY TEKNOLOJİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","-","-","-","-","-","-","-"
"FRC","FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","11,9916","24,4031","-","-","-","-","-"
"HIH","GARANTİ  PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","17,1269","-","-","-","-","-","-"
"GNS","GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","13,2883","14,7368","-","-","-","-","-"
"GTH","GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","13,3490","7,9798","-","-","-","-","-"
"PIP","GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6815","-","-","-","-","-","-"
"GKG","GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","12,6625","14,1345","-","-","-","-","-"
"MUT","GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,2697","10,3806","17,8870","20,4067","-","-","-"
"SGT","GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,7212","27,1552","-","-","-","-","-"
"GRT","GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,3556","16,7318","-","-","-","-","-"
"GPZ","GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,8371","12,5381","25,7028","-","-","8,7760","-"
"YIT","GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","9,0885","41,9727","-","-","-","-","-"
"GNH","GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,9970","-","-","-","-","-","-"
"HAT","HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,3414","9,6549","21,1701","24,0659","-","-","-"
"HFI","HEDEF PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","15,3429","17,0594","13,4147","16,8829","-","-","-"
"HIA","HEDEF PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"HML","HEDEF PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1089","-","-","-","-","-","-"
"SOS","HEDEF PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,3564","7,3592","5,4471","6,3720","-","-","-"
"HTJ","HEDEF PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","12,2633","23,3616","20,0543","25,1975","-","-","-"
"DUH","HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,4406","6,1768","-","-","-","-","-"
"HNC","HEDEF PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","19,0358","9,4880","-","-","-","-","-"
"HYU","HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,5366","11,7207","-","-","-","-","-"
"IAY","INVEO PORTFÖY ALTIN KATILIM FONU","Katılım Şemsiye Fonu","2,6984","-","-","-","-","-","-"
"NVK","INVEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","1,0366","-","-","-","-","-","-"
"IMB","İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,0054","13,4213","-","-","-","-","-"
"BNH","İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","23,7271","-","-","-","-","-","-"
"BIP","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6081","-","-","-","-","-","-"
"IHP","İSTANBUL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","12,2504","11,6239","9,1531","12,8088","-","-","-"
"IAM","İŞ PORTFÖY AGRESİF FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","7,5352","14,3634","15,0693","18,8974","-","-","-"
"BHL","İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","15,5454","19,7925","-0,8834","-0,5823","-","-","-"
"IKV","İŞ PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","-","-","-","-","-","-","-"
"IML","İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,3710","16,7768","16,8915","17,5991","-","-","-"
"MGB","İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,2485","5,3720","-","-","-","-","-"
"TND","İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"UNT","İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"YBR","İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,3910","9,3674","-","-","-","-","-"
"KHB","KARE PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","17,4238","19,1149","-","-","-","-","-"
"KCL","KARE PORTFÖY ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","6,7465","12,3738","-","-","-","-","-"
"KIH","KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,2747","8,2949","-","-","-","-","-"
"KKC","KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","3,2588","7,4583","-","-","-","-","-"
"KP3","KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,0726","7,5266","-","-","-","-","-"
"KYS","KARE PORTFÖY YEDİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1253","-","-","-","-","-","-"
"KUA","KUVEYT TÜRK PORTFÖY AGRESİF KATILIM FONU","Katılım Şemsiye Fonu","19,1684","-","-","-","-","-","-"
"KDE","KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU","Katılım Şemsiye Fonu","7,7035","-","-","-","-","-","-"
"KUD","KUVEYT TÜRK PORTFÖY DİNAMİK KATILIM FONU","Katılım Şemsiye Fonu","10,5055","-","-","-","-","-","-"
"KGM","KUVEYT TÜRK PORTFÖY GÜMÜŞ KATILIM FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","9,2482","23,2336","41,7484","50,5393","-","-","-"
"KPA","KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","11,6423","15,1815","13,4537","11,6192","-","-","-"
"KPD","KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,4423","6,7009","14,1432","14,5883","-","-","-"
"KME","KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU","Katılım Şemsiye Fonu","4,3690","-","-","-","-","-","-"
"MKA","MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,4955","12,1531","8,1899","-","-","-","-"
"MHF","MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","17,1142","-","-","-","-","-","-"
"MBR","MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,0590","-","-","-","-","-","-"
"MD1","MT PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","8,4902","17,1142","19,1484","23,3313","-","-","-"
"MTH","MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,6622","17,1008","14,0647","18,4607","-","-","-"
"MTF","MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","1,1880","-","-","-","-","-","-"
"MT1","MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,4153","5,6612","6,7735","-","-","-","-"
"MD2","MT PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","5,0756","12,2467","20,6762","-","-","-","-"
"MTK","MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"MPL","MT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9116","12,4115","25,2168","28,5754","-","-","-"
"NFF","NEO PORTFÖY FON SEPETİ SERBEST FON","Serbest Şemsiye Fonu","14,4334","12,3935","18,9910","-","-","-","-"
"KPF","NEO PORTFÖY KAPADOKYA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,6090","11,0826","-","-","-","-","-"
"NKP","NEO PORTFÖY KAR PAYI ÖDEYEN DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"NKA","NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,1424","-","-","-","-","-","-"
"NTI","NEO PORTFÖY TEKNOLOJİ VE İNOVASYON DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"NUB","NUROL PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,3529","7,7221","30,0933","30,8675","-","-","-"
"NPH","NUROL PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","17,8729","13,7566","15,2646","16,9835","-","-","-"
"NLE","NUROL PORTFÖY EMLAK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","20,6053","-","-","-","-","-","-"
"NSH","NUROL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,8832","11,5384","23,3911","26,3384","-","-","-"
"NLK","NUROL PORTFÖY KISA VADELİ SERBEST FON","Serbest Şemsiye Fonu","3,7969","12,8634","-","-","-","-","-"
"NME","NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","3,3331","7,7288","-","-","-","-","-"
"NSP","NUROL PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,5978","12,0582","-","-","-","-","-"
"NZU","NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3532","7,1653","-","-","-","-","-"
"PLR","OSMANLI PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,9109","-","-","-","-","-","-"
"PAO","PARDUS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","32,0406","-","-","-","-","-","-"
"BRT","PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","30,1486","-","-","-","-","-","-"
"PPH","PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","14,0685","23,0982","-","-","-","-","-"
"PBI","PARDUS PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","10,4574","15,3724","22,4016","26,0930","-","-","-"
"PP1","PARDUS PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","10,4826","13,3308","20,6515","-","-","-","-"
"PKV","PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9141","13,2397","-","-","-","-","-"
"PMP","PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","16,8647","-","-","-","-","-","-"
"POS","PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","33,3604","22,1411","7,1490","6,2318","-","-","-"
"SRL","PARDUS PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","14,5184","-","-","-","-","-","-"
"PTO","PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","12,1313","13,8196","-","-","-","-","-"
"PYR","PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","11,8076","-","-","-","-","-","-"
"PEA","PERFORM PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","1,4058","-","-","-","-","-","-"
"PTN","PHİLLİP PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-","-","-","-","-","-","-"
"PHK","PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,4397","-","-","-","-","-","-"
"RDT","PHİLLİP PORTFÖY RODOSTO SERBEST FON","Serbest Şemsiye Fonu","0,0000","0,0000","-","-","-","-","-"
"PIR","PİRAMİT PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","-","-","-","-","-","-","-"
"PBN","PİRAMİT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","48,9970","-","-","-","-","-","-"
"PID","PİRAMİT PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","1,9854","9,0732","18,2509","20,9389","-","-","-"
"PHI","PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,7651","15,7488","13,1471","13,6479","-","-","-"
"PPM","PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,8202","11,3837","23,2727","25,3377","-","-","-"
"PRD","PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9890","12,6559","25,1371","28,5417","-","-","-"
"PKD","PUSULA PORTFÖY İKİNCİ DENGE KATILIM SERBEST FON","Serbest Şemsiye Fonu","-5,3056","-","-","-","-","-","-"
"ORC","QINVEST PORTFÖY ALFA SERBEST FON","Serbest Şemsiye Fonu","13,0847","15,6928","16,9423","22,3245","-","5,2583","-"
"PGD","QİNVEST PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,0289","10,7090","23,3964","-","-","-","-"
"PPK","QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,5416","11,8389","23,9336","26,9252","-","-","-"
"PTS","QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6792","-","-","-","-","-","-"
"RBL","QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON","Serbest Şemsiye Fonu","12,6259","47,1800","26,8425","-","-","-","-"
"RBB","RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,9118","13,0578","-","-","-","-","-"
"RHI","RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,4641","16,4571","-","-","-","-","-"
"RBP","RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,7812","12,3025","24,8358","28,2180","-","-","-"
"RKH","RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","10,2185","6,5800","-5,0635","-8,5756","-","-","-"
"RRP","RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON","Katılım Şemsiye Fonu","3,4823","-","-","-","-","-","-"
"RTD","RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","16,2175","34,5618","23,7317","25,3813","-","-","-"
"RD1","ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2055","8,7786","23,9551","27,0482","-","-","-"
"RS1","ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON","Serbest Şemsiye Fonu","3,6859","-","-","-","-","-","-"
"RKC","ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,7109","-","-","-","-","-","-"
"RIA","ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"RKS","ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","3,3722","10,7778","21,7362","24,3408","-","-","-"
"PKR","ROTA PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,4620","-","-","-","-","-","-"
"SBH","SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","15,5557","-","-","-","-","-","-"
"SPP","SPARTA PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","-","-","-","-","-","-","-"
"LPH","STATECH PORTFÖY İKİNCİ ALPHA SERBEST FON","Serbest Şemsiye Fonu","3,9531","7,1023","-11,6277","-15,2555","-","-","-"
"SKO","STRATEJİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","-","-","-","-","-","-","-"
"DNK","TACİRLER PORTFÖY DENGE KATILIM SERBEST FON","Serbest Şemsiye Fonu","2,5007","9,7921","-","-","-","-","-"
"PTE","TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","3,6962","-","-","-","-","-","-"
"MRI","TEB PORTFÖY MERİDYEN SERBEST FON","Serbest Şemsiye Fonu","5,3937","13,5137","19,3287","20,5203","-","-","-"
"TRJ","TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,0710","14,9422","-","-","-","-","-"
"DOH","TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","16,5360","-","-","-","-","-","-"
"THF","TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","15,7161","15,4283","-","-","-","-","-"
"TRU","TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON","Serbest Şemsiye Fonu","2,3247","5,6778","17,8464","18,9797","-","-","-"
"TP2","TERA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0915","13,0332","26,9929","-","-","-","-"
"KRA","TRİVE PORTFÖY KİRA SERTİFİKALARI KATILIM FONU","Katılım Şemsiye Fonu","2,0811","6,3281","15,5586","17,8656","-","-","-"
"CKL","YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON","Değişken Şemsiye Fonu","-","-","-","-","-","-","-"
"FLS","YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON","Serbest Şemsiye Fonu","4,7259","16,1142","-","-","-","-","-"
"YIK","YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","-","-","-","-","-","-","-"
"YHI","YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","17,4503","18,9248","-","-","-","-","-"
"YMH","YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","2,4474","8,9391","-","-","-","-","-"
"PKT","YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,5894","-","-","-","-","-","-"
"YSO","YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON","Serbest Şemsiye Fonu","6,3392","9,0109","-","-","-","-","-"
"SSS","YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,3144","12,0378","-","-","-","-","-"
"YVB","YAPI KREDİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","5,6863","13,4375","-","-","-","-","-"
"BIG","YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","16,4324","15,0722","9,6967","11,9630","-","-","-"
